event_mention,event_subject,event_subject_id,event_subject_type,event_object,event_object_id,event_object_type,event_complement,event_complement_id,event_trigger,event_trigger_id,relation_type,relation_id
"Mediante convenio colectivo o, en su defecto, por acuerdo entre la empresa y los representantes de los trabajadores, se podrá establecer la distribución irregular de la jornada a lo largo del año",convenio colectivo,argument0302,LegalConcept,,,,,,se podrá establecer,trigger0578,Privilege,privilege0074
"No obstante lo dispuesto en el apartado anterior, el Gobierno podrá regular medidas de reserva, duración o preferencia en el empleo que tengan por objeto facilitar la colocación de trabajadores demandantes de empleo",Gobierno,argument0042,LegalEntity,,,,"medidas de reserva, duración o preferencia en el empleo",argument0636,podrá regular,trigger0405,Privilege,privilege0075
"El comité de empresa tendrá derecho a ser informado y consultado sobre la situación y estructura del empleo en la empresa o en el centro de trabajo, así como a ser informado trimestralmente sobre la evolución probable del mismo, incluyendo la consulta cuando se prevean cambios al respecto",comité de empresa,argument0231,LegalEntity,,,,,,tendrá derecho a ser informado y consultado,trigger0663,Right,right0156
"Los árbitros deberán abstenerse y, en su defecto, ser recusados, en los casos siguientes Tener interés personal en el asunto de que se trate",árbitros,argument0999,LegalAgent,,,,,,"deberán abstenerse y, en su defecto, ser recusados",trigger0152,Duty,duty0411
"Solamente podrán ser revocados los delegados de personal y miembros del comité durante su mandato, por decisión de los trabajadores que los hayan elegido, mediante asamblea convocada al efecto a instancia de un tercio, como mínimo, de los electores y por mayoría absoluta de estos, mediante sufragio personal, libre, directo y secreto",delegados de personal y miembros del comité,argument0350,LegalAgent,,,,,,podrán ser revocados,trigger0442,Right,right0157
"La proclamación se hará en los dos días laborables después de concluido dicho plazo, publicándose en los tablones referidos",proclamación,argument0784,LegalConcept,,,,,,se hará,trigger0565,Duty,duty0412
Los delegados de personal ejercerán mancomunadamente ante el empresario la representación para la que fueron elegidos y tendrán las mismas competencias establecidas para los comités de empresa,delegados de personal,argument0348,LegalAgent,,,,,,ejercerán,trigger0196,Duty,duty0413
"El procedimiento se iniciará mediante solicitud de la empresa, acompañada de los medios de prueba que estime necesarios y simultánea comunicación a los representantes legales de los trabajadores, quienes ostentarán la condición de parte interesada en la totalidad de la tramitación del procedimiento",empresa,argument0445,LegalAgent,representantes legales de los trabajadores,argument0853,LegalAgent,medios de prueba,argument0640,iniciará,trigger0284,Duty,duty0414
"La persona trabajadora tendrá derecho a solicitar el regreso a su jornada o modalidad contractual anterior una vez concluido el periodo acordado o cuando el cambio de las circunstancias así lo justifique, aun cuando no hubiese transcurrido el periodo previsto",persona trabajadora,argument0751,LegalAgent,,,,,,tendrá derecho a solicitar,trigger0664,Right,right0158
"Cuando los dos adoptantes, guardadores o acogedores que ejerzan este derecho trabajen para la misma empresa, ésta podrá limitar el disfrute simultáneo de las diez semanas voluntarias por razones fundadas y objetivas, debidamente motivadas por escrito",empresa,argument0445,LegalEntity,"los dos adoptantes, guardadores o acogedores",argument0612,LegalAgent,disfrute simultáneo de las diez semanas voluntarias,argument0395,podrá limitar,trigger0390,Duty,duty0415
El permiso deberá constar por escrito y para actos determinados,permiso,argument0746,LegalConcept,,,,,,constar,trigger0080,Duty,duty0416
Se considerarán incumplimientos contractuales Las ofensas verbales o físicas al empresario o a las personas que trabajan en la empresa o a los familiares que convivan con ellos,,,,,,,,,considerarán,trigger0078,NoRight,noright0098
"En dicha comunicación los promotores deberán identificar con precisión la empresa y el centro de trabajo de esta en que se desea celebrar el proceso electoral y la fecha de inicio de este, que será la de constitución de la mesa electoral y que, en todo caso, no podrá comenzar antes de un mes ni más allá de tres meses contabilizados a partir del registro de la comunicación en la oficina pública dependiente de la autoridad laboral",promotores,argument0789,LegalAgent,,,,empresa,argument0445,deberán identificar,trigger0162,Duty,duty0417
"En dicha comunicación los promotores deberán identificar con precisión la empresa y el centro de trabajo de esta en que se desea celebrar el proceso electoral y la fecha de inicio de este, que será la de constitución de la mesa electoral y que, en todo caso, no podrá comenzar antes de un mes ni más allá de tres meses contabilizados a partir del registro de la comunicación en la oficina pública dependiente de la autoridad laboral",promotores,argument0789,LegalAgent,,,,centro de trabajo,argument0211,deberán identificar,trigger0162,Duty,duty0418
"En dicha comunicación los promotores deberán identificar con precisión la empresa y el centro de trabajo de esta en que se desea celebrar el proceso electoral y la fecha de inicio de este, que será la de constitución de la mesa electoral y que, en todo caso, no podrá comenzar antes de un mes ni más allá de tres meses contabilizados a partir del registro de la comunicación en la oficina pública dependiente de la autoridad laboral",promotores,argument0789,LegalAgent,,,,proceso electoral,argument0783,deberán identificar,trigger0162,Duty,duty0419
"En dicha comunicación los promotores deberán identificar con precisión la empresa y el centro de trabajo de esta en que se desea celebrar el proceso electoral y la fecha de inicio de este, que será la de constitución de la mesa electoral y que, en todo caso, no podrá comenzar antes de un mes ni más allá de tres meses contabilizados a partir del registro de la comunicación en la oficina pública dependiente de la autoridad laboral",promotores,argument0789,LegalAgent,,,,fecha de inicio,argument0499,deberán identificar,trigger0162,Duty,duty0420
"En dicha comunicación los promotores deberán identificar con precisión la empresa y el centro de trabajo de esta en que se desea celebrar el proceso electoral y la fecha de inicio de este, que será la de constitución de la mesa electoral y que, en todo caso, no podrá comenzar antes de un mes ni más allá de tres meses contabilizados a partir del registro de la comunicación en la oficina pública dependiente de la autoridad laboral",promotores,argument0789,LegalAgent,,,,mesa electoral,argument0643,deberán identificar,trigger0162,Duty,duty0421
"En dicha comunicación los promotores deberán identificar con precisión la empresa y el centro de trabajo de esta en que se desea celebrar el proceso electoral y la fecha de inicio de este, que será la de constitución de la mesa electoral y que, en todo caso, no podrá comenzar antes de un mes ni más allá de tres meses contabilizados a partir del registro de la comunicación en la oficina pública dependiente de la autoridad laboral",promotores,argument0789,LegalAgent,,,,registro de la comunicación,argument0824,deberán identificar,trigger0162,Duty,duty0422
"En dicha comunicación los promotores deberán identificar con precisión la empresa y el centro de trabajo de esta en que se desea celebrar el proceso electoral y la fecha de inicio de este, que será la de constitución de la mesa electoral y que, en todo caso, no podrá comenzar antes de un mes ni más allá de tres meses contabilizados a partir del registro de la comunicación en la oficina pública dependiente de la autoridad laboral",promotores,argument0789,LegalAgent,,,,oficina pública,argument0700,deberán identificar,trigger0162,Duty,duty0423
"En dicha comunicación los promotores deberán identificar con precisión la empresa y el centro de trabajo de esta en que se desea celebrar el proceso electoral y la fecha de inicio de este, que será la de constitución de la mesa electoral y que, en todo caso, no podrá comenzar antes de un mes ni más allá de tres meses contabilizados a partir del registro de la comunicación en la oficina pública dependiente de la autoridad laboral",promotores,argument0789,LegalAgent,,,,autoridad laboral,argument0177,deberán identificar,trigger0162,Duty,duty0424
"La representación de los trabajadores, o de los empresarios, que promueva la negociación, lo comunicará a la otra parte, expresando detalladamente en la comunicación, que deberá hacerse por escrito, la legitimación que ostenta de conformidad con los artículos anteriores, los ámbitos del convenio y las materias objeto de negociación","representación de los trabajadores, o de los empresarios",argument0845,LegalEntity,,,,otra parte,argument0710,comunicará,trigger0066,Duty,duty0425
"La representación de los trabajadores, o de los empresarios, que promueva la negociación, lo comunicará a la otra parte, expresando detalladamente en la comunicación, que deberá hacerse por escrito, la legitimación que ostenta de conformidad con los artículos anteriores, los ámbitos del convenio y las materias objeto de negociación","representación de los trabajadores, o de los empresarios",argument0845,LegalEntity,,,,comunicación,argument0245,comunicará,trigger0066,Duty,duty0426
"La representación de los trabajadores, o de los empresarios, que promueva la negociación, lo comunicará a la otra parte, expresando detalladamente en la comunicación, que deberá hacerse por escrito, la legitimación que ostenta de conformidad con los artículos anteriores, los ámbitos del convenio y las materias objeto de negociación","representación de los trabajadores, o de los empresarios",argument0845,LegalEntity,,,,legitimación,argument0592,comunicará,trigger0066,Duty,duty0427
